dcSubjectLangAware.en,dctermsSpatial,edmTimespanLabelLangAware.en,edmConceptPrefLabelLangAware.en,year,type,title,provider,dataProvider,country,completeness
['World War I'],['Western Front'],"['21st century', '20th century']",['World War I'],,TEXT,"['FRAD010-007 Etienne Jules Mangin', 'Documents from Michel Raguin']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
['World War I'],['Western Front'],['21st century'],['World War I'],,TEXT,"[""FRAD008_65 La famille Brion,  une famille d'Officiers"", 'Documents from Brion family']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Remembrance']","['europeana19141918:place/b583ade02ccfd37e1ebcc45273ef24ea', 'Western Front']","['21st century', '20th century']",['World War I'],"['1914', '1918']",TEXT,"['FRAM - Vincent Passal', 'Documents from Vincent Passal']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Prisoners of War', 'Trench Life']",['Western Front'],"['21st century', '20th century']",['World War I'],"['1914', '1918']",TEXT,"[""FRAD062_112 - Mémoires d'Alton Dondeyne, 1914-1918."", 'FRAD062_112 - Documents from Alton Dondeyne.']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Remembrance']","['europeana19141918:place/cd260c6be91677e9a6013d2f75e5b928', 'Western Front']","['21st century', '20th century']",['World War I'],,TEXT,"['FRAD082 - Histoire de Pierre CAYROU', 'Documents from Pierre CAYROU']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Medical']","['europeana19141918:place/c54cab40bdb18fcad9dca2a37ee43ece', 'Gallipoli Front', 'Middle East', 'Western Front']","['21st century', '20th century']",['World War I'],"['1914', '1918']",TEXT,"['FRBMLI_73 Un médecin à Gallipoli : Louis Marie Boppe', 'A']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Remembrance']","['europeana19141918:place/90dca6a8525439be98b177c3c3506cd8', 'Western Front']","['21st century', '20th century']",['World War I'],['1915'],TEXT,"['Un soldat', ""Auguste Léon Verneau's writings and documents throughout the Great War""]",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Remembrance', 'Trench Life']","['europeana19141918:place/2cd9903f819e70416ef362cef249afc8', 'Western Front']","['21st century', '20th century']",['World War I'],,TEXT,"['FRAD087- 104. Henri Désiré Tedeschi, un suisse naturalisé français.', 'Story of Henri Tedeschi']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
['World War I'],['Italian Front'],"['21st century', '20th century']",['World War I'],['1916'],TEXT,"['FRBNFM-340 Histoire du chasseur alpin Alphonse Rangheard', 'Story of Alphonse Ranghéard']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Gas Warfare', 'Medical']","['europeana19141918:place/bd19de1ce95f791aeed1680a89ea3043', 'Western Front']","['21st century', '20th century']",['World War I'],"['1958', '1914']",TEXT,"['FRAM - Eugène Pebret, un intoxiqué au gaz', 'Documents from  Eugène Pebret']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
['World War I'],,['21st century'],['World War I'],,TEXT,"[""FRAD017 - Histoire d'Albert Alexandre"", ""Histoire d'Albert Alexandre""]",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Recruitment and Conscription', 'Remembrance']",['Western Front'],"['21st century', '20th century']",['World War I'],['1914'],TEXT,"[""FRAD071-085, Florentin GERARD, itinéraire d'un enfant de Mâcon"", 'Documents from Florentin Gérard']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Remembrance']","['europeana19141918:place/d20c5d1d7a2704fe6b41cbd43a425e74', 'Western Front']","['21st century', '20th century']",['World War I'],"['1914', '1918']",TEXT,"['FRBNBU-026- La guerre du soldat Albert Jouannaud.', ""Albert Jouannaud's war.""]",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Recruitment and Conscription', 'Remembrance']",['Western Front'],"['21st century', '20th century']",['World War I'],"['1914', '1919']",TEXT,"['FRAD071-109, Jean SARRAZIN', 'Documents from Jean Sarrazin']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Medical', 'Prisoners of War']","['Suisse', 'Western Front']",['21st century'],['World War I'],,TEXT,"['FRAD066_112A  Meslier SIDOS', 'Documents of Meslier SIDOS']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Remembrance', 'Trench Life']","['europeana19141918:place/7c5e98994c16b7ddeee02c4c9891200a', 'Western Front']","['21st century', '20th century']",['World War I'],['1914'],TEXT,"['Jean Baptiste DOMPNIER, Poilu Savoyard', ""Jean Baptiste Dompnier's letter from the front""]",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
['World War I'],['Western Front'],"['21st century', '20th century']",['World War I'],"['1914', '1919']",TEXT,"['FRAD017 - Histoire de Lucien Dumas', 'Histoire de Lucien Dumas']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Remembrance']","['Vlaanderen en Noord-Frankrijk', 'Western Front']",['21st century'],['World War I'],,TEXT,"['Familie Vandendriessche', 'Richard Achiel and Rudolph Vandendriessche.']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Remembrance']","['europeana19141918:place/423dfe5e64a1fe9c8259920a0285fff5', 'Western Front']","['21st century', '20th century']",['World War I'],,TEXT,"['FRAD082 - Histoire de Paul Castabonnel', 'Documents from Paul CASTABONNEL']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Home Front']","['europeana19141918:place/55ed1aceeddbb2ebdbee21fd245fdc1c', 'Western Front']","['21st century', '20th century']",['World War I'],"['1913', '1917']",TEXT,"['FRBNFM-326 René Mordin', 'Story of René Mordin']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
['World War I'],"['europeana19141918:place/521165b6c62c0734ec0985453f01a65a', 'Western Front']","['21st century', '20th century']",['World War I'],,TEXT,"['FRAD087_110. Histoire de Pierre Decoux.', 'Story of Pierre Decoux']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Artillery']","['europeana19141918:place/331bee9eeeb0799ea9a8c0c313f88a6d', 'Western Front']",['21st century'],['World War I'],,TEXT,"['FRAD071-023 Louis DEPARDON, sa dernière lettre du 25 août 1914.', 'Documents from Louis DEPARDON']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Trench Life']","['Reims', 'Western Front']","['21st century', '20th century']",['World War I'],"['1914', '1918']",TEXT,"['FRAD004-048. La bague de Reims', 'The Ring of Reims']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Remembrance', 'Trench Life']",['Western Front'],"['21st century', '20th century']",['World War I'],"['1914', '1918']",TEXT,"['FRAD004-011. De la fratrie des Girard, un survivant sur 4', 'From the Girard Family, one keep alive on four']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Remembrance']",['Western Front'],"['21st century', '20th century']",['World War I'],"['1972', '1914']",TEXT,"['FRAD004-012. La vie de Joseph Cuerq', ""Joseph Cuerq 's life""]",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Remembrance']","['Orahovo en Serbie', 'Western Front']","['21st century', '20th century']",['World War I'],['1914'],TEXT,"['FRAD004-016. Le portefeuille de Marius Chauvin', ""Mrs Marius Chauvin 's wallet""]",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Remembrance']","['Lezay (Deux-Sèvres) et au front', 'Western Front']","['21st century', '20th century']",['World War I'],['1919'],TEXT,"[""Recherche désespérée d'un soldat disparu ..."", 'A desperate search for a missing soldier']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Remembrance']","['en mer', 'Western Front']","['21st century', '20th century']",['World War I'],"['1913', '1930']",TEXT,"['FRAD004-020. Le certificat de décoration de Camille Rinjonneau signé par Alexandre I', 'Decoration for Claude Rinjonneau from Alexander I']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Artillery', 'Remembrance']","['europeana19141918:place/656f70edace370197c5c2e5fd85ebb8b', 'Naval Warfare']","['21st century', '20th century']",['World War I'],"['1914', '1918']",TEXT,"['Friedrich Döring überlebt die Skagerrakschlacht', 'Friedrich Döring survives the Battle of Jutland']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Remembrance', 'Central Powers']","['europeana19141918:place/a01516f10536e7eb3c80b940e9ea3db7', 'Eastern Front', 'Western Front']","['21st century', '20th century']",['World War I'],,TEXT,"['Ehrenkreuz für Frontkämpfer', 'Cross of honour for front-troops']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Conscientious Objection', 'Remembrance']","['europeana19141918:place/bb7a31ee96b40639707034bd1f7560ab', 'Balkans']","['21st century', '20th century']",['World War I'],"['1914', '1918']",TEXT,"['FRBNBU-066 Pierre Grillet assidu à la guerre', 'Pierre Grillet attender of the war']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Artillery', 'Home Front', 'Trench Life', 'Women']","['europeana19141918:place/1da7061f08fdada8ef69bdb25e786e93', 'Eastern Front', 'Western Front']","['21st century', '20th century']",['World War I'],,TEXT,"['Die Brüder August und Bernhard Erben ziehen in den Krieg', 'Brother August and Bernhard Erben go to War']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Medical', 'Prisoners of War', 'Women']","['europeana19141918:place/4aa6abcf02f70e044e5446c9f9ce4dcb', 'Eastern Front', 'Western Front']","['21st century', '20th century']",['World War I'],,TEXT,"['Kriegserinnerungen der Lazarettschwester Marie Delius, geb. Schiele', 'War memories of military hospital nurse Marie Delius, nee Schiele']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Prisoners of War', 'Trench Life']","['europeana19141918:place/8de758e3fe36f6dcbde1632a0f89a04f', 'Balkans', 'Western Front']","['21st century', '20th century']",['World War I'],['1917'],TEXT,"['Gefreiter Wilhelm Stocker an der Balkan- und Westfront', 'Private Wilhelm Stocker at Balkan and Western Front']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Medical', 'Remembrance']","['europeana19141918:place/36c34497aae2ef23c5ef139ade4ec186', 'Western Front']","['21st century', '20th century']",['World War I'],,TEXT,"['Abzeichen vom Krankenpfleger Bruno Hennig', 'Decorations of Corpsman Bruno Hennig']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Artillery', 'Recruitment and Conscription', 'Trench Life']","['europeana19141918:place/81626eee10b8b170f4eb97178b9b12e1', 'Western Front']","['21st century', '20th century']",['World War I'],,TEXT,"['Gefreiter Max Paul Urban nimmt an der Großen Schlacht in Frankreich teil', 'Private Max Paul Urban partakes at Spring Offensive']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Medical', 'Recruitment and Conscription', 'Trench Life']","['europeana19141918:place/31e3f20be32fa5f799c56c2fac7cb389', 'Western Front']","['21st century', '20th century']",['World War I'],,TEXT,"['Vizefeldwebel Willy Hummitzsch wird in Pont Rouge schwer verwundet', 'Staff sergeant Willy Hummitzsch is wounded near Pont Rouge']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Propaganda', 'Remembrance']","['europeana19141918:place/57466dbb0e4f5f8915e27cad758b0d46', 'Western Front']","['21st century', '20th century']","['World War I', 'Propaganda']",,TEXT,"['Orden und Auszeichnungen vom Vizefeldwebel Willy Hummitzsch', 'Decorations of Staff sergeant Willy Hummitzsch']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Trench Life']","['europeana19141918:place/18dc738e5ceec78802e1f5458c57d28f', 'Italian Front', 'Eastern Front', 'Western Front']","['21st century', '20th century']",['World War I'],,TEXT,"['Horn vom Gefreiten Czeslaus Nowakowski aus Lissa', 'Horn of private Czeslaus Nowakowski from Lissa']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Medical', 'Propaganda', 'Remembrance', 'Trench Life']","['europeana19141918:place/7ebbb2b6f7c91210e870d0911209f66e', 'Balkans', 'Eastern Front', 'Western Front']","['21st century', '20th century']","['World War I', 'Propaganda']","['1914', '1918']",TEXT,"['Orden von Bruno Stein und Andreas Arenz', 'Decorations of Bruno Stein and Andreas Arenz']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Medical', 'Propaganda', 'Remembrance', 'Trench Life']","['europeana19141918:place/76744362302d565209801ed4e3f703cb', 'Balkans', 'Eastern Front', 'Western Front']","['21st century', '20th century']","['World War I', 'Propaganda']","['1914', '1918']",TEXT,"['Folkloristische und Propagandistische Postkarten von Bruno Stein und Andreas Arenz', 'Folkloric and propagandistic postcards by Bruno Stein and Andreas Arenz']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Remembrance', 'Trench Life']","['europeana19141918:place/1c23e0ff1b043bff72fc0e6edf2c0175', 'Western Front']","['21st century', '20th century']",['World War I'],['1914'],TEXT,"['Leutnant Fritz Klingel fällt bei Verdun', 'Lieutenant Fritz Kringel falls in battle near Verdun']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Gas Warfare', 'Remembrance']","['europeana19141918:place/0e864f12b43016cd03a20a5321e2c366', 'Western Front']","['21st century', '20th century']",['World War I'],"['1914', '1918']",TEXT,"['VERDUN Auguste CHEVALIER', 'Auguste Chevalier at Verdun']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Remembrance']","['europeana19141918:place/1b4fa75932ec9437e57ab1737209afad', 'Gallipoli Front', 'Middle East', 'Western Front']","['21st century', '20th century']",['World War I'],"['1914', '1918']",TEXT,"['Orden von Georg Waßmann und Paul Steinke', 'Decorations Georg Waßmann and Paul Steinke']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Remembrance']","['europeana19141918:place/5076ffefc9f6515afb9d6aa7468dd203', 'Eastern Front']","['21st century', '20th century']",['World War I'],,TEXT,"['Walter Schliewe - Orden für Verdienst bei den Befreiungskämpfen im Baltikum 1918/1919', 'Walter Schliewe - decoration for struggle for freedom in zhe Baltic States 1918/19']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Home Front', 'Trench Life']","['europeana19141918:place/056f4a1fbfe4c1799ef25898208d084e', 'Western Front']","['21st century', '20th century']",['World War I'],,TEXT,"['FRAM  - Henri BESNIER', 'Documents from Henri BESNIER']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Artillery', 'Remembrance', 'Trench Life']","['europeana19141918:place/afe2dcc8d2ae44b041be3453f49ddc8b', 'Western Front']","['21st century', '20th century']",['World War I'],,TEXT,"[""FRAD087_073. Le journal d'Adolphe Maurice Gandois."", 'Wars remembers']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Artillery', 'Trench Life']","['europeana19141918:place/053a0b32def4889547ad6e7d481199b5', 'Eastern Front', 'Western Front']","['21st century', '20th century']",['World War I'],"['1914', '1918']",TEXT,"['Akte Otto Behrens 1. Weltkrieg', 'Otto Behrens - Western and Eastern Front']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Remembrance', 'Trench Life']","['europeana19141918:place/9ec40b507605082a54b412479ee30f59', 'Western Front']","['21st century', '20th century']",['World War I'],,TEXT,"['FRAD010-016 Louis Victor Poot', 'Document from Jean-Pierre Acquaviva']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Prisoners of War', 'Remembrance']","['europeana19141918:place/2917db30cf5ec9174dd55102f7d21475', 'Balkans', 'Western Front']",['21st century'],['World War I'],,TEXT,"['Eisernes Kreuz I. Klasse und Goldene Militär-Verdienstmedaille von Wilhelm Stocker', 'Decorations of Wilhelm Stocker']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Medical', 'Remembrance']","['Marseille (Bouches-du-Rhône)', 'Western Front']","['21st century', '20th century']",['World War I'],['1914'],TEXT,"['FRAD008_51 Mes décorations civiles et militaires', 'Documents from Riquel family']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Remembrance']",['Western Front'],['21st century'],['World War I'],,TEXT,"['FRAD008_68 Une fourragère aux couleurs de la médaille militaire', 'Documents from Vanvolsem family']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
['World War I'],"['europeana19141918:place/4ce90c73e696bd92cb54df10c1e5fc2e', 'Western Front']","['21st century', '20th century']",['World War I'],"['1940', '1914']",TEXT,"['Medailles en brevetten', 'Medals and certificates']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
